"","CDR3","PAR_ED_PCT_1STGEN","MN_EARN_WNE_P6","PCT75_EARN_WNE_P6","INC_PCT_M2","NPT4_PUB","GT_25K_P6","C100_4","MN_EARN_WNE_INC1_P6","C150_4_WHITE","PCT25_EARN_WNE_P6","NPT4_75UP_PUB","C150_4_POOLED_SUPP","C200_4_POOLED_SUPP"
"3124",0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2595",0.123,0.380620985,29300,39400,0.1574728901,12149,0.507,0.1867,25000,0.3288,15400,18205,0.29767172503242,0.33847692307692
"7597",0.177,0.5449016627,35400,47400,0.0592234885,NA,0.565,NA,25000,NA,14400,NA,NA,NA
"2798",0.175,0.5,16700,NA,NA,NA,0.277,NA,NA,NA,NA,NA,NA,NA
"4717",0.109,0.4125,40500,56100,0.1012024048,NA,0.652,0.3662,31300,0.5053,16800,NA,0.5669,0.6233632034632
"2914",0.034,0.4006309148,51200,61100,0.1988130564,NA,0.851,0.3571,51100,0.4565,33500,NA,0.54461875,NA
"5151",0.107,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5148",NA,0.5846153846,NA,NA,NA,4305,NA,NA,NA,NA,NA,NA,NA,NA
"4143",0.029,0.1878787879,36100,44600,0.2044134727,NA,0.739,0.6309,30200,0.6996,24500,NA,0.72136067101584,0.72983308056872
"3208",0.141,0.6,35200,NA,0.0574712644,NA,0.633,NA,NA,NA,NA,NA,NA,NA
"3380",0.06,0.2894736842,33400,43400,0.2040816327,NA,0.648,0.4876,29900,0.6487,19200,NA,0.60560483870967,0.51159861325115
"2287",0.041,0.3611650485,49100,66300,0.1222744763,18205,0.798,0.2375,49600,0.6196,28800,24388,0.58119125248508,0.59829227774172
"4316",0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6793",0.185,0.4927835052,18500,26500,0.1060735672,NA,0.275,NA,17200,NA,6600,NA,NA,NA
"1064",0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3096",0.156,0.4316546763,20800,30600,0.0584795322,NA,0.336,NA,19500,NA,9500,NA,NA,NA
"1574",0.144,0.5457286432,30400,41500,0.1379003559,6849,0.546,NA,27400,NA,14800,10116,NA,NA
"3198",0.122,0.5380530973,32700,42300,0.128959276,NA,0.64,0.4224,29600,0.6522,19600,NA,0.45039389312977,0.44444513888888
"990",0.191,0.5887850467,16900,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"3431",0.01,0.4298986486,33700,46000,0.1314055637,NA,0.631,NA,29700,0.5159,18000,NA,0.49573331130204,NA
"7569",0.194,0.5747126437,13900,19200,NA,NA,0.11,NA,NA,NA,5200,NA,NA,NA
"5679",0.3,0.5488126649,25100,33600,0.0691144708,NA,0.441,NA,NA,NA,15600,NA,NA,NA
"6953",NA,0.4727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7641",0.116,0.5214854804,41600,54700,0.0731064995,NA,0.697,NA,28600,NA,21400,NA,NA,NA
"4497",0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3613",NA,0.6293103448,22900,30900,NA,9616,0.409,NA,20900,NA,12800,NA,NA,NA
"811",0.056,0.2740619902,36100,45700,0.1659324523,NA,0.634,0.4286,31900,0.5691,17800,NA,0.50686842105263,0.55554065656565
"1845",0.173,0.474137931,26800,36900,0.0665983607,4032,0.462,NA,24100,NA,12500,8401,NA,NA
"3712",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,NA,27500,0.7778,15200,NA,0.5999875,NA
"2776",0.14,0.5223048327,22600,31400,0.1226415094,8142,0.41,NA,20800,NA,10700,9123,NA,NA
"6958",0.17,0.4874431058,37100,51300,0.0858097415,NA,0.611,NA,26300,NA,17200,NA,NA,NA
"3901",0.041,0.3789473684,50200,60900,0.1596806387,NA,0.845,0.2093,50500,0.569,32700,NA,0.473336,0.33333846153846
"2361",0.148,0.5739491437,23400,33800,0.0545870249,NA,0.433,NA,22300,NA,11100,NA,NA,NA
"2069",0.226,0.504867872,20500,27400,0.0672748005,NA,0.329,NA,18600,0.8364,11600,NA,0.64770487804878,0.37289830508474
"5860",0.224,0.5776997366,24600,34600,0.0629951691,NA,0.465,NA,21700,NA,11600,NA,NA,NA
"5226",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,NA,27500,NA,15200,NA,NA,NA
"1228",0.006,0.1011938601,59900,74300,0.1147450111,NA,0.864,0.9071,51500,0.9617,36700,NA,0.95295766037735,0.9549844986315
"480",0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5612",0.246,0.4823529412,NA,NA,0.2087912088,NA,NA,NA,NA,0.6429,NA,NA,NA,NA
"4613",NA,0.6363636364,NA,NA,NA,3542,NA,NA,NA,NA,NA,NA,NA,NA
"1261",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",0.058,0.4394904459,29100,42000,0.0747126437,NA,0.54,NA,27700,0.6667,11200,NA,0.71429591836734,NA
"7448",NA,0.7573529412,12200,NA,NA,NA,0.099,NA,NA,NA,NA,NA,NA,NA
"2837",0.113,0.5590251333,23000,32000,0.0609903382,NA,0.425,NA,21600,NA,10900,NA,NA,NA
"1258",0.042,0.3326693227,38100,50000,0.1914498141,NA,0.723,0.4892,32400,0.7838,22800,NA,0.71472822085889,0.615626875
"2219",0.082,0.4117421335,32600,44000,0.1634214186,17162,0.608,NA,30200,NA,18500,19530,NA,NA
"1428",0.22,0.4208456244,24300,31700,0.1158167675,8593,0.413,0.0657,22800,0.1207,12600,7320,0.18852707797772,0.20094672789896
"1911",0.044,0.259626836,36500,46100,0.1812409289,13898,0.723,0.2227,34700,0.5163,23600,16741,0.49703638676844,0.53411496567505
"1346",0.157,0.4824447334,29700,37700,0.1758360302,6552,0.479,NA,28800,NA,14200,9229,NA,NA
"3545",0.214,0.4851891506,25900,35900,0.1074964639,8118,0.454,NA,23000,NA,12200,11933,NA,NA
"5722",NA,0.0248565966,18500,20900,NA,NA,0.198,0,NA,0.6047,9300,NA,0.62861125,0.56061534090909
"207",0.261,0.5823882588,26000,35600,0.0601438492,5367,0.407,NA,24400,NA,10400,8754,NA,NA
"3914",0.025,0.2947019868,25400,35200,0.16875,NA,0.491,0.5837,24300,0.6299,15700,NA,0.60964,0.59151936339522
"6533",0.281,0.623853211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2769",0.142,0.4155363748,NA,NA,0.1142241379,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",0.273,0.5281030445,27700,39600,0.0710339384,NA,0.494,NA,23800,NA,11800,NA,NA,NA
"1029",0.132,0.4187980345,30900,42600,0.1338196864,9752,0.562,NA,28500,NA,15400,12961,NA,NA
"2385",0.004,NA,100200,118300,NA,NA,0.937,NA,95000,NA,56600,NA,NA,NA
"1149",NA,0.5949367089,17500,23400,0.1170212766,NA,0.206,NA,16800,NA,9400,NA,NA,NA
"981",0.027,0.2420460933,32200,45000,0.1951906412,NA,0.546,0.1678,34900,0.5672,12700,NA,0.58036180032733,0.64894157142857
"7502",0.051,0.5626506024,56900,89100,0.1518026565,NA,0.73,NA,28200,NA,23000,NA,NA,NA
"1679",0.098,0.4455445545,24700,35500,0.1696428571,NA,0.423,NA,21300,NA,11100,NA,NA,NA
"975",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,NA,27500,0.3286,15200,NA,0.25925061728395,0.24242727272727
"7275",0.121,0.5263157895,NA,NA,0.0709219858,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2424",0.111,0.5119892576,26600,37200,0.0423834455,8209,0.469,NA,25500,NA,12200,14820,NA,NA
"3756",0.151,0.5393356643,28900,38800,0.0888689408,6425,0.468,0.103,27700,0.3947,13800,12505,0.26647278264179,0.27105469583778
"5049",0.147,0.4465691789,24800,30900,0.161971831,10266,0.473,NA,23000,NA,14000,13258,NA,NA
"735",0.153,0.5393277893,30400,40500,0.1107901199,10436,0.564,NA,28000,0.3337,16800,14196,0.31806331157677,NA
"881",0.155,0.3979328165,19500,27300,0.0569105691,NA,0.301,0.0769,18000,0.6667,9600,NA,0.22368738049713,NA
"374",0.323,0.4897494305,25200,34400,0.0994475138,5782,0.444,NA,24000,NA,10100,11089,NA,NA
"6881",NA,NA,NA,NA,0.4137931034,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4988",0.072,0.6377952756,40800,51200,0.1103896104,18631,0.802,NA,NA,NA,27300,22155,NA,NA
"703",0.012,0.1501845018,56700,68300,0.1389674682,NA,0.815,0.7237,69000,0.7941,32500,NA,0.80053304899387,0.80939290429042
"3646",0.184,0.5,25000,NA,0.1642857143,NA,0.439,0.2,NA,0.3,NA,NA,0.3855626506024,0.41383103448275
"3416",0.223,0.5179856115,22100,31200,NA,NA,0.376,NA,19400,NA,10200,NA,NA,NA
"2777",NA,0.5090410959,22300,30900,0.1058444547,7182,0.383,NA,20800,NA,10900,7374,NA,NA
"7333",0.242,0.5654697135,18300,26200,0.0642784553,NA,0.267,NA,17900,NA,7800,NA,NA,NA
"1305",0.026,0.2144212524,31500,39700,0.2555147059,NA,0.631,0.5392,28000,0.6471,19800,NA,0.63208265802269,0.64317164179104
"6017",0.088,0.4109589041,NA,NA,0.1176470588,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",0.022,0.1871244635,53800,72200,0.1328382838,NA,0.805,0.7795,54500,0.828,30200,NA,0.84634865757951,0.86205719353567
"2961",0.051,0.280501497,37800,49200,0.1605895584,15556,0.685,0.2045,35700,0.4122,21600,17843,0.41251251133272,0.40692420924574
"1044",0.044,0.4590163934,18800,24600,NA,NA,0.241,NA,15600,NA,9700,NA,NA,NA
"7670",0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6219",0.078,0.4855595668,NA,NA,0.0720720721,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5321",0.172,0.5818181818,20600,26800,0.1891891892,NA,0.314,NA,19200,NA,12800,NA,NA,NA
"1975",NA,NA,13000,NA,NA,NA,0.082,NA,NA,NA,NA,NA,NA,NA
"3658",0.199,0.4142160095,33800,44800,0.1369187412,11862,0.604,NA,29400,NA,17000,14841,NA,NA
"614",0.212,0.4750356633,26500,34700,0.1254396249,10394,0.453,NA,22700,NA,13200,14378,NA,NA
"2614",0.04,0.285,29000,38700,0.1544757033,15445,0.54,0.3628,26100,0.5625,16600,19000,0.52749694749694,0.52709390243902
"7158",NA,0.4864864865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7435",0.053,0.3544152745,44100,55500,0.1828442438,NA,0.776,NA,34400,NA,26600,NA,NA,NA
"4907",0.099,0.3948863636,NA,NA,0.062052506,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2307",0.025,0.2993492408,48500,64700,0.1396,NA,0.772,0.565,56000,0.7291,26800,NA,0.65250906148867,0.67085140617796
"2995",0.364,0.6517857143,21200,28600,NA,NA,0.331,NA,NA,NA,9700,NA,NA,NA
"7352",0.18,0.5826513912,NA,NA,0.0746511313,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6310",0.103,0.5492845787,25700,33200,0.0971849866,NA,0.461,NA,22500,NA,12400,NA,NA,NA
"7036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5993",0.141,0.5118692592,20300,27900,0.0624194987,NA,0.322,NA,17300,NA,10400,NA,NA,NA
"5770",0.266,0.6142384106,17900,25000,0.0572207084,NA,0.248,NA,16300,0.4,7600,NA,0.43396603773584,NA
"1976",NA,0.5090909091,13600,NA,NA,NA,0.096,NA,NA,NA,NA,NA,NA,NA
"5621",0.263,0.6718680339,18000,24000,0.0268997983,NA,0.221,NA,17700,NA,10100,NA,NA,NA
"7273",0.206,0.5221782448,NA,NA,0.0562410035,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2165",0.181,0.4813565341,27400,36800,0.1060584048,6432,0.49,NA,24400,NA,13900,6304,NA,NA
"2944",0.197,0.5229841748,24800,35100,0.1454918033,5488,0.432,NA,21500,NA,11900,8547,NA,NA
"5986",0.141,0.5118692592,20300,27900,0.0624194987,NA,0.322,NA,17300,NA,10400,NA,NA,NA
"7546",0.098,0.482039524,NA,NA,0.0995554732,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2680",0.275,0.4602564103,23600,32800,NA,13523,0.413,NA,21800,NA,9200,14535,NA,NA
"3261",0.018,0.21669627,34300,44300,0.1691792295,NA,0.69,0.7202,NA,0.7861,22600,NA,0.76610334128878,0.75802192513369
"1155",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4288",0.034,0.4664804469,33800,48200,0.0849056604,NA,0.607,NA,30900,NA,14900,NA,NA,NA
"7145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7286",0.114,0.4253235977,32500,42400,0.1192043294,NA,0.592,NA,27900,NA,17300,NA,NA,NA
"1300",0.038,0.256097561,35500,45500,0.189258312,NA,0.738,0.4371,30700,0.5649,24700,NA,0.55763389830508,0.58350655226209
"3991",NA,0.524923703,25800,34100,NA,5514,0.447,NA,24300,0.3474,12400,11852,0.37234875239923,NA
"2829",0.162,0.6272727273,NA,NA,NA,9674,NA,NA,NA,NA,NA,11760,NA,NA
"4976",0.127,0.5547445255,33100,NA,0.0613496933,10165,0.743,NA,NA,NA,NA,NA,NA,NA
"1982",0.237,0.3922114047,24300,32300,0.0658096474,3524,0.399,NA,22300,NA,11800,7197,NA,NA
"3453",0.042,0.2181311881,33800,44200,0.1362958545,16838,0.638,0.549,33700,0.6645,19600,20173,0.65486092269326,0.6710975145828
"1264",0.008,0.1855670103,36100,45300,0.2571428571,NA,0.724,0.5692,NA,0.6686,23300,NA,0.63973641025641,0.62873058321479
"2716",0.104,0.3802816901,26500,33200,0.2274052478,NA,0.495,0.2969,25600,0.3676,15300,NA,0.38192060185185,0.30620352422907
"5335",0.135,0.4114942529,29800,41000,0.0951456311,6327,0.608,NA,29000,NA,16400,NA,NA,NA
"3575",0.195,0.5388198758,25200,34600,0.0970245796,NA,0.461,0.2308,22800,0.2571,12300,NA,0.27711686746987,0.29032903225806
"470",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5768",0.15,0.3649425287,34800,48000,0.1051282051,NA,0.584,0.6235,34600,0.7,16800,NA,0.54379274924471,0.50877744360902
"3075",0.168,0.4467365573,28800,39000,0.1125827815,7854,0.517,NA,25200,NA,13800,11409,NA,NA
"7210",NA,0.6323529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2079",0.166,0.4636986301,24600,32700,0.1213768116,7661,0.431,NA,22300,NA,12800,10752,NA,NA
"6230",0.173,0.5,NA,NA,0.1067193676,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",0.143,0.4153246753,32600,42700,0.1573878318,15874,0.577,0.1619,30500,0.3414,15700,18105,0.3156209439528,0.3007948900388
"6512",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,NA,27500,NA,15200,NA,NA,NA
"3466",0.22,0.5542406312,24200,33000,0.0540540541,7065,0.409,NA,22300,NA,11600,11833,NA,NA
"802",0.166,0.5611552347,24200,33600,0.0697028009,NA,0.436,0.2951,21200,0.502,11300,NA,0.47865726495726,0.79998
"2447",0.158,0.4467465199,28700,38800,0.148603352,7088,0.5,NA,26400,NA,12700,10648,NA,NA
"6148",0.125,0.4525547445,NA,NA,0.0710059172,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2033",0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4309",NA,0.5161561057,25300,34400,0.0769502294,6282,0.445,NA,24100,NA,13000,7238,NA,NA
"6140",0.082,0.4315789474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",0.068,0.5079626579,33500,44600,0.1136560069,3604,0.597,NA,32100,NA,15900,5347,NA,NA
"5156",NA,NA,NA,NA,NA,4765,NA,NA,NA,NA,NA,NA,NA,NA
"7668",0.057,0.4,NA,NA,0.0833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3403",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3205",0.022,0.509202454,45300,57800,0.2415730337,NA,0.833,NA,NA,NA,29800,NA,NA,NA
"4122",0.053,0.4639376218,35600,45900,0.1809355693,NA,0.681,0.4211,29900,0.5318,21000,NA,0.52051846153846,0.44901518438177
"6807",0.038,0.2194444444,34900,46400,0.1992976295,NA,0.648,NA,30900,NA,17600,NA,NA,NA
"1690",0.049,0.3019296254,33700,42500,0.1649048626,NA,0.714,0.5218,31500,0.5875,23500,NA,0.54856567328918,0.45409606299212
"1626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3080",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2444",NA,NA,NA,NA,NA,NA,NA,0.5263,NA,0.5263,NA,NA,0.47619285714285,NA
"6336",0.172,NA,23900,NA,0.2132352941,NA,0.427,1,NA,1,NA,NA,0.40542162162162,0.35417083333333
"1298",0.223,0.4266487214,26500,35400,0.193258427,10555,0.516,NA,23400,NA,15300,13266,NA,NA
"3614",NA,0.6682242991,25900,34400,NA,9070,0.462,NA,24300,NA,14400,NA,NA,NA
"3147",0.064,0.4074889868,29800,40800,0.1403508772,13755,0.542,0.2178,28200,0.4081,14600,17683,0.38100943396226,0.35317539007092
"4132",0.031,0.2681954138,53500,67100,0.1828463713,NA,0.878,0.3344,52600,0.5655,39300,NA,0.56000851063829,0.5674853783231
"4804",0.125,0.518134715,24700,NA,0.0871559633,13477,0.529,NA,NA,NA,NA,NA,NA,NA
"7164",NA,0.4893617021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700",0.091,0.4570374275,35000,49500,0.1023587005,12347,0.632,NA,31900,NA,17100,15617,NA,NA
"1763",0.078,0.2945914845,32000,40700,0.1887201735,NA,0.612,0.4378,30500,0.5655,18400,NA,0.55598500948766,0.55958346581876
"5831",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,NA,27500,NA,15200,NA,NA,NA
"6085",0.16,0.5394716354,22200,29800,0.0424497197,NA,0.366,NA,19500,NA,10800,NA,NA,NA
"831",NA,0.4932844933,26000,35300,NA,7859,0.454,NA,24600,NA,13100,NA,NA,NA
"7046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078",0.025,0.4043478261,56600,69600,0.1666666667,NA,0.895,NA,NA,NA,43200,NA,NA,NA
"1051",0.008,0.2406639004,91700,106800,NA,NA,0.961,NA,NA,NA,73200,NA,NA,NA
"6765",NA,0.5091724419,17400,21100,NA,NA,0.183,NA,17000,NA,6600,NA,NA,NA
"3707",0.231,0.4631728045,26400,34900,0.1185819071,NA,0.469,0.1285,26200,0.4286,12900,NA,0.28605994550408,0.25138305084745
"1132",0.028,0.4822380107,34900,45500,0.165158371,NA,0.691,0.476,33100,0.6838,21400,NA,0.62913171355498,0.65287675159235
"2546",0.134,0.4901566894,29400,40200,0.1261840325,5971,0.529,NA,27300,NA,14300,9939,NA,NA
"4822",0.1,0.6823529412,21300,29100,0.064171123,NA,0.341,NA,19800,NA,9600,NA,NA,NA
"2278",0.062,0.5183409254,30200,40200,0.1183974487,5828,0.539,NA,28700,NA,14400,10566,NA,NA
"2569",0.042,0.3297985154,37800,50700,0.1704980843,NA,0.699,0.5,33500,0.6028,21600,NA,0.582832,0.55816698337292
"1080",0.04,0.3892549417,40000,53500,0.1539534884,NA,0.704,0.423,38100,0.7011,23400,NA,0.6246,0.61621603603603
"4812",0.095,0.5009633911,31100,44900,0.1096774194,NA,0.535,NA,22200,NA,14200,NA,NA,NA
"1352",0.079,0.3765867419,39500,51000,0.1767015707,NA,0.712,0.137,31100,0.3223,23500,NA,0.33115032467532,0.3442737704918
"6968",0.061,0.4321678322,38200,49200,0.1459330144,NA,0.682,0.3182,28700,0.1538,20500,NA,NA,NA
"6555",0.114,0.5201465201,19500,NA,0.0555555556,NA,0.274,NA,NA,NA,NA,NA,NA,NA
"6889",NA,NA,NA,NA,NA,NA,NA,0,NA,0.8429,NA,NA,0.83120909090909,NA
"5282",0.092,0.3630136986,33500,42900,0.0828025478,NA,0.6,NA,NA,NA,19300,NA,NA,NA
"2703",0.12,0.5170842825,22800,31100,0.0965872505,10273,0.37,NA,20300,NA,11100,NA,NA,NA
"7517",0.131,0.5014303228,27600,37900,0.1276965901,NA,0.502,NA,24900,NA,13700,NA,NA,NA
"82",0.12,0.5560058954,21200,28600,0.0533001933,NA,0.331,0.2157,18400,0.4277,9100,NA,0.46892111801242,0.49487422680412
"6859",0.105,0.536988359,23100,32100,0.0656550919,NA,0.352,NA,17900,NA,10100,NA,NA,NA
"7248",0.127,0.4748603352,NA,NA,0.0452674897,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2607",0.079,0.333862194,30800,40100,0.1429411765,11899,0.604,0.2243,28900,0.4642,18800,17132,0.46735188125647,0.48992187742436
"5452",0.16,0.5394716354,22200,29800,0.0424497197,NA,0.366,NA,19500,NA,10800,NA,NA,NA
"5781",0.083,0.5333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5146",0.075,0.5737704918,47400,NA,NA,10537,0.833,NA,NA,NA,NA,NA,NA,NA
"3468",0.108,0.3674446439,29200,37100,0.1431693989,10563,0.55,0.1538,25500,0.3945,17500,13666,0.40771570247933,0.44409698492462
"3605",0.04,0.1124744376,38900,52000,0.142,NA,0.707,0.7432,NA,0.8333,22600,NA,0.79288446601941,0.78446543209876
"2245",0.164,0.5967365967,29000,40000,0.0549273021,NA,0.522,NA,24300,NA,13800,NA,NA,NA
"5064",NA,0.5485961123,23700,34500,NA,7732,0.414,NA,NA,NA,9600,NA,NA,NA
"5994",0.058,0.5424599577,64500,76200,0.1630267215,NA,0.93,0.3508,NA,0.6601,43900,NA,0.48997478510028,0.40414715025906
"3167",0.048,0.157480315,34700,45600,0.1656365884,NA,0.672,0.7331,30500,0.8067,21000,NA,0.78737314085739,0.79668620689655
"3749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4828",0.061,0.5561797753,22800,NA,NA,NA,0.459,NA,NA,NA,NA,NA,NA,NA
"1043",0.17,0.593220339,22800,NA,NA,NA,0.347,NA,NA,NA,NA,NA,NA,NA
"2508",NA,0.5263157895,20300,NA,NA,NA,0.206,0,NA,0.32,NA,NA,0.50849830508474,0.33623103448275
"7690",0.116,0.5214854804,NA,NA,0.0731064995,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",0.07,0.3656716418,24600,34000,0.1056074766,NA,0.456,0.4531,NA,0.5567,12900,NA,0.48595502008032,0.4748107913669
"6786",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,NA,27500,NA,15200,NA,NA,NA
"6100",0.155,0.4105090312,24700,32600,0.053701016,NA,0.468,NA,22900,NA,14600,NA,NA,NA
"6397",0.141,0.5118692592,20300,27900,0.0624194987,NA,0.322,NA,17300,NA,10400,NA,NA,NA
"7628",0.116,0.5214854804,41600,54700,0.0731064995,NA,0.697,NA,28600,NA,21400,NA,NA,NA
"527",0.035,0.4096701649,36800,48800,0.1482691052,15913,0.665,0.2722,34900,0.5863,20500,21891,0.5469502118644,0.57982617370892
"2754",0.236,0.4590230117,25100,34000,0.0705801343,5476,0.448,NA,22800,NA,12600,9118,NA,NA
"3911",0.114,0.4699348908,28800,40200,0.1112973517,6960,0.51,NA,27200,NA,13600,10197,NA,NA
"764",0.15,0.4680497925,26100,35700,0.0984493329,5523,0.469,NA,23700,0.3412,13500,9463,0.32712222222222,NA
"5827",0.118,0.4285714286,16600,22100,0.09375,NA,0.198,NA,15100,NA,6800,NA,NA,NA
"5375",0.102,0.5627118644,30400,38200,0.1191167926,5552,0.519,NA,27000,NA,15300,8025,NA,NA
"379",0.016,0.3554817276,72300,88000,0.1217656012,NA,0.918,NA,77800,NA,51800,NA,NA,NA
"3503",NA,0.5934065934,21500,30500,NA,8981,0.365,NA,19700,NA,10400,NA,NA,NA
"6687",0,0.4982078853,NA,NA,0.1151515152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",0.159,0.5529237602,17300,25000,0.0869341564,NA,0.254,NA,NA,NA,6800,NA,NA,NA
"2135",0.179,0.4304511278,26700,36500,0.1081314879,9676,0.459,NA,23700,NA,13300,13337,NA,NA
"3637",0.158,0.4776002096,27300,36800,0.1395673412,7580,0.514,NA,24900,NA,14900,11163,NA,NA
"4427",NA,0.5801526718,21800,30000,NA,6320,0.346,NA,NA,NA,8900,NA,NA,NA
"1919",0.078,0.3115079365,36900,47100,0.1887141536,13216,0.677,0.3277,34700,0.5365,21300,17864,0.45868217391304,0.48437109375
"3071",0.054,0.2942176871,32000,41400,0.15261959,NA,0.556,0.3994,29900,0.5634,16700,NA,0.53394612634088,0.53984461206896
"2661",0.312,0.5009615385,20300,28500,NA,6804,0.322,NA,19000,NA,9700,5839,NA,NA
"6839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898",0.107,0.5695067265,17500,21600,NA,NA,0.202,NA,NA,NA,9300,NA,NA,NA
"509",0.158,0.4890465906,32100,43100,0.0935357493,6171,0.521,NA,30300,NA,12200,10530,NA,NA
"6995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3210",0.061,0.3768736617,33600,44600,0.1574167508,NA,0.656,0.5128,32100,0.6105,19900,NA,0.57523362831858,0.57606465324384
"2685",0.215,0.4302385096,25100,34100,0.076056338,8507,0.441,NA,24300,NA,12100,11531,NA,NA
"1235",0.017,0.1367127496,64800,76400,0.1619190405,NA,0.914,0.5729,56000,0.747,49400,NA,0.72458010471204,0.81650453608247
"393",0.025,0.1998933902,47700,60200,0.1457387796,NA,0.755,0.6886,61900,0.7715,25300,NA,0.76792324752475,0.77510207612456
"4768",0.17,0.4897959184,22900,32500,0.1479820628,166,0.368,NA,19000,NA,10800,NA,NA,NA
"4190",NA,0.4578146611,17500,23700,NA,NA,0.222,NA,NA,NA,8600,NA,NA,NA
"7153",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4375",0.118,0.4084507042,22000,30400,0.123119015,NA,0.379,NA,21500,NA,11300,NA,NA,NA
"471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175",0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3443",0.12,0.3511904762,26700,NA,0.1909547739,NA,0.5,0.2273,NA,0.625,NA,NA,0.51482376237623,0.65820126582278
"14",0.17,0.4874431058,37100,51300,0.0858097415,NA,0.611,0.0476,26300,0.2353,17200,NA,0.08507872340425,0.199995
"3197",0.044,0.4512022631,37600,52400,0.1712846348,NA,0.7,0.5876,34200,0.6923,21200,NA,0.6418173076923,0.56892691466083
"1889",0.044,0.3469251337,42900,54200,0.1662721893,NA,0.73,0.2844,32200,0.562,23200,NA,0.46362184466019,0.49723370165745
"7461",0.109,0.4429472477,29200,40300,0.138946281,NA,0.515,NA,23200,NA,13800,NA,NA,NA
"5181",0.246,0.6605664488,22100,30700,0.0457113508,NA,0.339,NA,20500,NA,9600,NA,NA,NA
"1181",0.023,0.2451612903,37600,49200,0.1812577065,NA,0.683,0.5276,35900,0.6449,21500,NA,0.63931049723756,0.65652795125666
